time,0.xpos,0.ypos,0.xvel,0.yvel,0.mass,1.xpos,1.ypos,1.xvel,1.yvel,1.mass,2.xpos,2.ypos,2.xvel,2.yvel,2.mass,time_limit,
6660.000000,731.115522,4.222422,0.219549,0.001902,5999999999999999899336704.000000,384339908.313270,6659652.951649,-18.045149,999.843673,72999999999999997902848.000000,42587117.144695,13896130.540707,3898.247886,1723.956860,20000.000000,1000000000.000000,
6670.000000,733.312663,4.241470,0.219879,0.001908,5999999999999999899336704.000000,384339727.726317,6669651.386028,-18.072242,999.843203,72999999999999997902848.000000,42626090.147786,13913367.016264,3896.353339,1723.338416,20000.000000,1000000000.000000,
6680.000000,735.513101,4.260576,0.220209,0.001913,5999999999999999899336704.000000,384339546.868440,6679649.815706,-18.099334,999.842733,72999999999999997902848.000000,42665044.223606,13930597.312313,3894.462430,1722.720958,20000.000000,1000000000.000000,
6690.000000,737.716834,4.279738,0.220538,0.001919,5999999999999999899336704.000000,384339365.739639,6689648.240676,-18.126426,999.842261,72999999999999997902848.000000,42703979.408479,13947821.438710,3892.575148,1722.104485,20000.000000,1000000000.000000,
6700.000000,739.923864,4.298959,0.220868,0.001925,5999999999999999899336704.000000,384339184.339915,6699646.660930,-18.153519,999.841789,72999999999999997902848.000000,42742895.738608,13965039.405284,3890.691479,1721.488993,20000.000000,1000000000.000000,
6710.000000,742.134191,4.318236,0.221197,0.001931,5999999999999999899336704.000000,384339002.669266,6709645.076461,-18.180611,999.841317,72999999999999997902848.000000,42781793.250077,13982251.221834,3888.811414,1720.874480,20000.000000,1000000000.000000,
6720.000000,744.347813,4.337572,0.221527,0.001936,5999999999999999899336704.000000,384338820.727695,6719643.487263,-18.207703,999.840843,72999999999999997902848.000000,42820671.978848,13999456.898133,3886.934938,1720.260942,20000.000000,1000000000.000000,
6730.000000,746.564732,4.356965,0.221857,0.001942,5999999999999999899336704.000000,384338638.515200,6729641.893328,-18.234796,999.840369,72999999999999997902848.000000,42859531.960767,14016656.443924,3885.062041,1719.648378,20000.000000,1000000000.000000,
6740.000000,748.784947,4.376415,0.222186,0.001948,5999999999999999899336704.000000,384338456.031781,6739640.294649,-18.261888,999.839895,72999999999999997902848.000000,42898373.231559,14033849.868925,3883.192711,1719.036784,20000.000000,1000000000.000000,
6750.000000,751.008458,4.395923,0.222516,0.001954,5999999999999999899336704.000000,384338273.277440,6749638.691219,-18.288980,999.839419,72999999999999997902848.000000,42937195.826835,14051037.182825,3881.326936,1718.426157,20000.000000,1000000000.000000,
6760.000000,753.235265,4.415490,0.222846,0.001960,5999999999999999899336704.000000,384338090.252176,6759637.083032,-18.316073,999.838943,72999999999999997902848.000000,42975999.782084,14068218.395287,3879.464704,1717.816496,20000.000000,1000000000.000000,
6770.000000,755.465369,4.435114,0.223175,0.001965,5999999999999999899336704.000000,384337906.955988,6769635.470079,-18.343165,999.838466,72999999999999997902848.000000,43014785.132682,14085393.515944,3877.606004,1717.207796,20000.000000,1000000000.000000,
6780.000000,757.698769,4.454796,0.223505,0.001971,5999999999999999899336704.000000,384337723.388878,6779633.852355,-18.370257,999.837989,72999999999999997902848.000000,43053551.913888,14102562.554404,3875.750823,1716.600056,20000.000000,1000000000.000000,
6790.000000,759.935465,4.474537,0.223834,0.001977,5999999999999999899336704.000000,384337539.550845,6789632.229851,-18.397349,999.837510,72999999999999997902848.000000,43092300.160844,14119725.520248,3873.899152,1715.993272,20000.000000,1000000000.000000,
6800.000000,762.175457,4.494336,0.224164,0.001983,5999999999999999899336704.000000,384337355.441890,6799630.602562,-18.424442,999.837032,72999999999999997902848.000000,43131029.908579,14136882.423030,3872.050977,1715.387443,20000.000000,1000000000.000000,
6810.000000,764.418746,4.514193,0.224494,0.001989,5999999999999999899336704.000000,384337171.062012,6809628.970479,-18.451534,999.836552,72999999999999997902848.000000,43169741.192006,14154033.272276,3870.206288,1714.782565,20000.000000,1000000000.000000,
6820.000000,766.665330,4.534108,0.224823,0.001994,5999999999999999899336704.000000,384336986.411212,6819627.333596,-18.478626,999.836071,72999999999999997902848.000000,43208434.045924,14171178.077487,3868.365074,1714.178635,20000.000000,1000000000.000000,
6830.000000,768.915211,4.554082,0.225153,0.002000,5999999999999999899336704.000000,384336801.489489,6829625.691906,-18.505718,999.835590,72999999999999997902848.000000,43247108.505020,14188316.848135,3866.527322,1713.575652,20000.000000,1000000000.000000,
6840.000000,771.168388,4.574114,0.225483,0.002006,5999999999999999899336704.000000,384336616.296844,6839624.045402,-18.532811,999.835109,72999999999999997902848.000000,43285764.603867,14205449.593667,3864.693022,1712.973612,20000.000000,1000000000.000000,
6850.000000,773.424862,4.594205,0.225812,0.002012,5999999999999999899336704.000000,384336430.833278,6849622.394076,-18.559903,999.834626,72999999999999997902848.000000,43324402.376925,14222576.323505,3862.862162,1712.372512,20000.000000,1000000000.000000,
6860.000000,775.684631,4.614355,0.226142,0.002018,5999999999999999899336704.000000,384336245.098789,6859620.737922,-18.586995,999.834143,72999999999999997902848.000000,43363021.858544,14239697.047043,3861.034732,1711.772351,20000.000000,1000000000.000000,
6870.000000,777.947697,4.634564,0.226471,0.002024,5999999999999999899336704.000000,384336059.093379,6869619.076933,-18.614087,999.833659,72999999999999997902848.000000,43401623.082960,14256811.773648,3859.210720,1711.173126,20000.000000,1000000000.000000,
6880.000000,780.214059,4.654832,0.226801,0.002030,5999999999999999899336704.000000,384335872.817047,6879617.411101,-18.641179,999.833174,72999999999999997902848.000000,43440206.084300,14273920.512663,3857.390115,1710.574833,20000.000000,1000000000.000000,
6890.000000,782.483718,4.675158,0.227131,0.002036,5999999999999999899336704.000000,384335686.269793,6889615.740419,-18.668271,999.832689,72999999999999997902848.000000,43478770.896581,14291023.273404,3855.572906,1709.977470,20000.000000,1000000000.000000,
6900.000000,784.756672,4.695544,0.227460,0.002042,5999999999999999899336704.000000,384335499.451618,6899614.064881,-18.695364,999.832203,72999999999999997902848.000000,43517317.553710,14308120.065160,3853.759083,1709.381035,20000.000000,1000000000.000000,
6910.000000,787.032923,4.715989,0.227790,0.002047,5999999999999999899336704.000000,384335312.362521,6909612.384480,-18.722456,999.831716,72999999999999997902848.000000,43555846.089482,14325210.897197,3851.948633,1708.785526,20000.000000,1000000000.000000,
6920.000000,789.312470,4.736493,0.228119,0.002053,5999999999999999899336704.000000,384335125.002504,6919610.699208,-18.749548,999.831229,72999999999999997902848.000000,43594356.537587,14342295.778752,3850.141547,1708.190939,20000.000000,1000000000.000000,
6930.000000,791.595313,4.757056,0.228449,0.002059,5999999999999999899336704.000000,384334937.371565,6929609.009058,-18.776640,999.830741,72999999999999997902848.000000,43632848.931604,14359374.719040,3848.337814,1707.597272,20000.000000,1000000000.000000,
6940.000000,793.881452,4.777679,0.228779,0.002065,5999999999999999899336704.000000,384334749.469705,6939607.314023,-18.803732,999.830252,72999999999999997902848.000000,43671323.305006,14376447.727248,3846.537422,1707.004522,20000.000000,1000000000.000000,
6950.000000,796.170887,4.798362,0.229108,0.002071,5999999999999999899336704.000000,384334561.296924,6949605.614097,-18.830824,999.829763,72999999999999997902848.000000,43709779.691157,14393514.812538,3844.740362,1706.412688,20000.000000,1000000000.000000,
6960.000000,798.463619,4.819104,0.229438,0.002077,5999999999999999899336704.000000,384334372.853223,6959603.909271,-18.857916,999.829272,72999999999999997902848.000000,43748218.123315,14410575.984048,3842.946622,1705.821766,20000.000000,1000000000.000000,
6970.000000,800.759647,4.839906,0.229768,0.002083,5999999999999999899336704.000000,384334184.138600,6969602.199540,-18.885008,999.828781,72999999999999997902848.000000,43786638.634631,14427631.250889,3841.156192,1705.231754,20000.000000,1000000000.000000,
6980.000000,803.058971,4.860767,0.230097,0.002089,5999999999999999899336704.000000,384333995.153058,6979600.484896,-18.912100,999.828290,72999999999999997902848.000000,43825041.258152,14444680.622148,3839.369061,1704.642649,20000.000000,1000000000.000000,
6990.000000,805.361591,4.881688,0.230427,0.002095,5999999999999999899336704.000000,384333805.896594,6989598.765332,-18.939192,999.827797,72999999999999997902848.000000,43863426.026817,14461724.106888,3837.585219,1704.054449,20000.000000,1000000000.000000,
7000.000000,807.667508,4.902670,0.230756,0.002101,5999999999999999899336704.000000,384333616.369211,6999597.040841,-18.966284,999.827304,72999999999999997902848.000000,43901792.973462,14478761.714145,3835.804655,1703.467152,20000.000000,1000000000.000000,
7010.000000,809.976721,4.923711,0.231086,0.002107,5999999999999999899336704.000000,384333426.570907,7009595.311415,-18.993376,999.826811,72999999999999997902848.000000,43940142.130817,14495793.452932,3834.027359,1702.880755,20000.000000,1000000000.000000,
7020.000000,812.289230,4.944813,0.231416,0.002113,5999999999999999899336704.000000,384333236.501683,7019593.577049,-19.020468,999.826316,72999999999999997902848.000000,43978473.531509,14512819.332236,3832.253321,1702.295255,20000.000000,1000000000.000000,
7030.000000,814.605035,4.965974,0.231745,0.002119,5999999999999999899336704.000000,384333046.161539,7029591.837735,-19.047560,999.825821,72999999999999997902848.000000,44016787.208062,14529839.361021,3830.482530,1701.710651,20000.000000,1000000000.000000,
7040.000000,816.924136,4.987196,0.232075,0.002125,5999999999999999899336704.000000,384332855.550475,7039590.093465,-19.074652,999.825325,72999999999999997902848.000000,44055083.192895,14546853.548225,3828.714976,1701.126939,20000.000000,1000000000.000000,
7050.000000,819.246533,5.008479,0.232405,0.002131,5999999999999999899336704.000000,384332664.668492,7049588.344233,-19.101744,999.824828,72999999999999997902848.000000,44093361.518328,14563861.902762,3826.950648,1700.544117,20000.000000,1000000000.000000,
7060.000000,821.572227,5.029821,0.232734,0.002137,5999999999999999899336704.000000,384332473.515589,7059586.590031,-19.128836,999.824331,72999999999999997902848.000000,44131622.216574,14580864.433523,3825.189537,1699.962183,20000.000000,1000000000.000000,
7070.000000,823.901217,5.051225,0.233064,0.002143,5999999999999999899336704.000000,384332282.091766,7069584.830854,-19.155928,999.823833,72999999999999997902848.000000,44169865.319748,14597861.149373,3823.431632,1699.381134,20000.000000,1000000000.000000,
7080.000000,826.233503,5.072689,0.233393,0.002149,5999999999999999899336704.000000,384332090.397024,7079583.066692,-19.183020,999.823334,72999999999999997902848.000000,44208090.859862,14614852.059154,3821.676923,1698.800969,20000.000000,1000000000.000000,
7090.000000,828.569085,5.094213,0.233723,0.002156,5999999999999999899336704.000000,384331898.431363,7089581.297541,-19.210112,999.822835,72999999999999997902848.000000,44246298.868829,14631837.171684,3819.925401,1698.221684,20000.000000,1000000000.000000,
7100.000000,830.907963,5.115799,0.234053,0.002162,5999999999999999899336704.000000,384331706.194782,7099579.523392,-19.237204,999.822335,72999999999999997902848.000000,44284489.378460,14648816.495757,3818.177054,1697.643277,20000.000000,1000000000.000000,
7110.000000,833.250138,5.137445,0.234382,0.002168,5999999999999999899336704.000000,384331513.687282,7109577.744238,-19.264296,999.821834,72999999999999997902848.000000,44322662.420467,14665790.040142,3816.431874,1697.065746,20000.000000,1000000000.000000,
7120.000000,835.595609,5.159152,0.234712,0.002174,5999999999999999899336704.000000,384331320.908864,7119575.960072,-19.291388,999.821333,72999999999999997902848.000000,44360818.026462,14682757.813585,3814.689850,1696.489088,20000.000000,1000000000.000000,
7130.000000,837.944376,5.180921,0.235042,0.002180,5999999999999999899336704.000000,384331127.859526,7129574.170888,-19.318480,999.820830,72999999999999997902848.000000,44398956.227959,14699719.824811,3812.950973,1695.913302,20000.000000,1000000000.000000,
7140.000000,840.296439,5.202750,0.235371,0.002186,5999999999999999899336704.000000,384330934.539270,7139572.376679,-19.345572,999.820328,72999999999999997902848.000000,44437077.056371,14716676.082517,3811.215232,1695.338384,20000.000000,1000000000.000000,
7150.000000,842.651798,5.224641,0.235701,0.002192,5999999999999999899336704.000000,384330740.948095,7149570.577436,-19.372663,999.819824,72999999999999997902848.000000,44475180.543017,14733626.595380,3809.482618,1694.764333,20000.000000,1000000000.000000,
7160.000000,845.010454,5.246593,0.236030,0.002198,5999999999999999899336704.000000,384330547.086002,7159568.773154,-19.399755,999.819320,72999999999999997902848.000000,44513266.719115,14750571.372051,3807.753121,1694.191145,20000.000000,1000000000.000000,
7170.000000,847.372405,5.268607,0.236360,0.002204,5999999999999999899336704.000000,384330352.952991,7169566.963825,-19.426847,999.818815,72999999999999997902848.000000,44551335.615786,14767510.421161,3806.026731,1693.618820,20000.000000,1000000000.000000,
7180.000000,849.737653,5.290682,0.236690,0.002211,5999999999999999899336704.000000,384330158.549061,7179565.149442,-19.453939,999.818309,72999999999999997902848.000000,44589387.264057,14784443.751315,3804.303439,1693.047354,20000.000000,1000000000.000000,
7190.000000,852.106197,5.312818,0.237019,0.002217,5999999999999999899336704.000000,384329963.874213,7189563.329998,-19.481031,999.817802,72999999999999997902848.000000,44627421.694856,14801371.371096,3802.583235,1692.476745,20000.000000,1000000000.000000,
7200.000000,854.478037,5.335017,0.237349,0.002223,5999999999999999899336704.000000,384329768.928447,7199561.505486,-19.508122,999.817295,72999999999999997902848.000000,44665438.939014,14818293.289063,3800.866109,1691.906991,20000.000000,1000000000.000000,
7210.000000,856.853174,5.357277,0.237678,0.002229,5999999999999999899336704.000000,384329573.711763,7209559.675898,-19.535214,999.816787,72999999999999997902848.000000,44703439.027271,14835209.513754,3799.152053,1691.338089,20000.000000,1000000000.000000,
7220.000000,859.231606,5.379598,0.238008,0.002235,5999999999999999899336704.000000,384329378.224161,7219557.841229,-19.562306,999.816279,72999999999999997902848.000000,44741421.990267,14852120.053683,3797.441056,1690.770038,20000.000000,1000000000.000000,
7230.000000,861.613335,5.401982,0.238338,0.002241,5999999999999999899336704.000000,384329182.465642,7229556.001471,-19.589398,999.815769,72999999999999997902848.000000,44779387.858550,14869024.917342,3795.733109,1690.202835,20000.000000,1000000000.000000,
7240.000000,863.998360,5.424428,0.238667,0.002248,5999999999999999899336704.000000,384328986.436205,7239554.156616,-19.616490,999.815260,72999999999999997902848.000000,44817336.662574,14885924.113199,3794.028202,1689.636477,20000.000000,1000000000.000000,
7250.000000,866.386680,5.446936,0.238997,0.002254,5999999999999999899336704.000000,384328790.135851,7249552.306659,-19.643581,999.814749,72999999999999997902848.000000,44855268.432697,14902817.649701,3792.326327,1689.070963,20000.000000,1000000000.000000,
7260.000000,868.778298,5.469506,0.239327,0.002260,5999999999999999899336704.000000,384328593.564579,7259550.451591,-19.670673,999.814237,72999999999999997902848.000000,44893183.199186,14919705.535271,3790.627474,1688.506291,20000.000000,1000000000.000000,
7270.000000,871.173211,5.492138,0.239656,0.002266,5999999999999999899336704.000000,384328396.722391,7269548.591405,-19.697765,999.813725,72999999999999997902848.000000,44931080.992213,14936587.778311,3788.931633,1687.942457,20000.000000,1000000000.000000,
7280.000000,873.571420,5.514833,0.239986,0.002273,5999999999999999899336704.000000,384328199.609285,7279546.726095,-19.724856,999.813213,72999999999999997902848.000000,44968961.841859,14953464.387200,3787.238796,1687.379460,20000.000000,1000000000.000000,
7290.000000,875.972926,5.537590,0.240315,0.002279,5999999999999999899336704.000000,384328002.225262,7289544.855654,-19.751948,999.812699,72999999999999997902848.000000,45006825.778111,14970335.370295,3785.548953,1686.817298,20000.000000,1000000000.000000,
7300.000000,878.377728,5.560409,0.240645,0.002285,5999999999999999899336704.000000,384327804.570322,7299542.980074,-19.779040,999.812185,72999999999999997902848.000000,45044672.830867,14987200.735931,3783.862095,1686.255968,20000.000000,1000000000.000000,
7310.000000,880.785826,5.583291,0.240975,0.002291,5999999999999999899336704.000000,384327606.644466,7309541.099349,-19.806131,999.811670,72999999999999997902848.000000,45082503.029929,15004060.492420,3782.178213,1685.695468,20000.000000,1000000000.000000,
7320.000000,883.197220,5.606236,0.241304,0.002298,5999999999999999899336704.000000,384327408.447693,7319539.213471,-19.833223,999.811154,72999999999999997902848.000000,45120316.405013,15020914.648054,3780.497298,1685.135796,20000.000000,1000000000.000000,
7330.000000,885.611910,5.629244,0.241634,0.002304,5999999999999999899336704.000000,384327209.980004,7329537.322434,-19.860315,999.810638,72999999999999997902848.000000,45158112.985742,15037763.211101,3778.819340,1684.576951,20000.000000,1000000000.000000,
7340.000000,888.029896,5.652314,0.241963,0.002310,5999999999999999899336704.000000,384327011.241398,7339535.426230,-19.887406,999.810121,72999999999999997902848.000000,45195892.801647,15054606.189810,3777.144332,1684.018928,20000.000000,1000000000.000000,
7350.000000,890.451179,5.675448,0.242293,0.002316,5999999999999999899336704.000000,384326812.231876,7349533.524852,-19.914498,999.809603,72999999999999997902848.000000,45233655.882173,15071443.592404,3775.472263,1683.461727,20000.000000,1000000000.000000,
7360.000000,892.875758,5.698644,0.242623,0.002323,5999999999999999899336704.000000,384326612.951438,7359531.618293,-19.941590,999.809085,72999999999999997902848.000000,45271402.256673,15088275.427088,3773.803125,1682.905346,20000.000000,1000000000.000000,
7370.000000,895.303632,5.721904,0.242952,0.002329,5999999999999999899336704.000000,384326413.400084,7369529.706547,-19.968681,999.808566,72999999999999997902848.000000,45309131.954411,15105101.702044,3772.136909,1682.349781,20000.000000,1000000000.000000,
7380.000000,897.734803,5.745226,0.243282,0.002335,5999999999999999899336704.000000,384326213.577814,7379527.789606,-19.995773,999.808046,72999999999999997902848.000000,45346845.004563,15121922.425434,3770.473606,1681.795032,20000.000000,1000000000.000000,
7390.000000,900.169270,5.768613,0.243612,0.002342,5999999999999999899336704.000000,384326013.484628,7389525.867462,-20.022864,999.807525,72999999999999997902848.000000,45384541.436217,15138737.605397,3768.813208,1681.241096,20000.000000,1000000000.000000,
7400.000000,902.607034,5.792062,0.243941,0.002348,5999999999999999899336704.000000,384325813.120527,7399523.940110,-20.049956,999.807004,72999999999999997902848.000000,45422221.278372,15155547.250050,3767.155705,1680.687970,20000.000000,1000000000.000000,
7410.000000,905.048093,5.815575,0.244271,0.002354,5999999999999999899336704.000000,384325612.485510,7409522.007542,-20.077047,999.806482,72999999999999997902848.000000,45459884.559940,15172351.367491,3765.501089,1680.135653,20000.000000,1000000000.000000,
7420.000000,907.492448,5.839151,0.244600,0.002361,5999999999999999899336704.000000,384325411.579578,7419520.069751,-20.104139,999.805959,72999999999999997902848.000000,45497531.309746,15189149.965796,3763.849351,1679.584142,20000.000000,1000000000.000000,
7430.000000,909.940100,5.862791,0.244930,0.002367,5999999999999999899336704.000000,384325210.402730,7429518.126729,-20.131231,999.805436,72999999999999997902848.000000,45535161.556528,15205943.053020,3762.200483,1679.033436,20000.000000,1000000000.000000,
7440.000000,912.391048,5.886495,0.245260,0.002374,5999999999999999899336704.000000,384325008.954967,7439516.178471,-20.158322,999.804912,72999999999999997902848.000000,45572775.328938,15222730.637196,3760.554475,1678.483532,20000.000000,1000000000.000000,
7450.000000,914.845292,5.910263,0.245589,0.002380,5999999999999999899336704.000000,384324807.236290,7449514.224968,-20.185414,999.804387,72999999999999997902848.000000,45610372.655542,15239512.726337,3758.911320,1677.934429,20000.000000,1000000000.000000,
7460.000000,917.302832,5.934094,0.245919,0.002386,5999999999999999899336704.000000,384324605.246697,7459512.266214,-20.212505,999.803862,72999999999999997902848.000000,45647953.564818,15256289.328435,3757.271008,1677.386124,20000.000000,1000000000.000000,
7470.000000,919.763668,5.957990,0.246248,0.002393,5999999999999999899336704.000000,384324402.986190,7469510.302202,-20.239596,999.803336,72999999999999997902848.000000,45685518.085162,15273060.451462,3755.633532,1676.838614,20000.000000,1000000000.000000,
7480.000000,922.227800,5.981949,0.246578,0.002399,5999999999999999899336704.000000,384324200.454768,7479508.332924,-20.266688,999.802809,72999999999999997902848.000000,45723066.244884,15289826.103369,3753.998883,1676.291899,20000.000000,1000000000.000000,
7490.000000,924.695229,6.005973,0.246908,0.002406,5999999999999999899336704.000000,384323997.652431,7489506.358374,-20.293779,999.802281,72999999999999997902848.000000,45760598.072207,15306586.292085,3752.367051,1675.745976,20000.000000,1000000000.000000,
7500.000000,927.165953,6.030061,0.247237,0.002412,5999999999999999899336704.000000,384323794.579180,7499504.378544,-20.320871,999.801753,72999999999999997902848.000000,45798113.595274,15323341.025520,3750.738030,1675.200843,20000.000000,1000000000.000000,
7510.000000,929.639974,6.054213,0.247567,0.002418,5999999999999999899336704.000000,384323591.235015,7509502.393428,-20.347962,999.801224,72999999999999997902848.000000,45835612.842140,15340090.311563,3749.111810,1674.656497,20000.000000,1000000000.000000,
7520.000000,932.117291,6.078430,0.247896,0.002425,5999999999999999899336704.000000,384323387.619936,7519500.403019,-20.375054,999.800694,72999999999999997902848.000000,45873095.840780,15356834.158084,3747.488383,1674.112938,20000.000000,1000000000.000000,
7530.000000,934.597904,6.102711,0.248226,0.002431,5999999999999999899336704.000000,384323183.733942,7529498.407309,-20.402145,999.800164,72999999999999997902848.000000,45910562.619083,15373572.572930,3745.867741,1673.570162,20000.000000,1000000000.000000,
7540.000000,937.081813,6.127057,0.248556,0.002438,5999999999999999899336704.000000,384322979.577035,7539496.406291,-20.429236,999.799633,72999999999999997902848.000000,45948013.204857,15390305.563929,3744.249876,1673.028168,20000.000000,1000000000.000000,
7550.000000,939.569018,6.151467,0.248885,0.002444,5999999999999999899336704.000000,384322775.149213,7549494.399959,-20.456328,999.799101,72999999999999997902848.000000,45985447.625826,15407033.138891,3742.634779,1672.486954,20000.000000,1000000000.000000,
7560.000000,942.059519,6.175942,0.249215,0.002451,5999999999999999899336704.000000,384322570.450479,7559492.388304,-20.483419,999.798568,72999999999999997902848.000000,46022865.909633,15423755.305603,3741.022442,1671.946518,20000.000000,1000000000.000000,
7570.000000,944.553317,6.200482,0.249545,0.002457,5999999999999999899336704.000000,384322365.480830,7569490.371321,-20.510511,999.798035,72999999999999997902848.000000,46060268.083839,15440472.071833,3739.412857,1671.406857,20000.000000,1000000000.000000,
7580.000000,947.050410,6.225087,0.249874,0.002464,5999999999999999899336704.000000,384322160.240268,7579488.349003,-20.537602,999.797501,72999999999999997902848.000000,46097654.175924,15457183.445330,3737.806016,1670.867971,20000.000000,1000000000.000000,
7590.000000,949.550800,6.249757,0.250204,0.002470,5999999999999999899336704.000000,384321954.728793,7589486.321341,-20.564693,999.796966,72999999999999997902848.000000,46135024.213287,15473889.433821,3736.201911,1670.329856,20000.000000,1000000000.000000,
7600.000000,952.054485,6.274492,0.250533,0.002477,5999999999999999899336704.000000,384321748.946405,7599484.288329,-20.591784,999.796431,72999999999999997902848.000000,46172378.223243,15490590.045016,3734.600534,1669.792511,20000.000000,1000000000.000000,
7610.000000,954.561467,6.299292,0.250863,0.002483,5999999999999999899336704.000000,384321542.893103,7609482.249961,-20.618876,999.795895,72999999999999997902848.000000,46209716.233032,15507285.286603,3733.001876,1669.255934,20000.000000,1000000000.000000,
7620.000000,957.071745,6.324158,0.251193,0.002490,5999999999999999899336704.000000,384321336.568889,7619480.206228,-20.645967,999.795358,72999999999999997902848.000000,46247038.269809,15523975.166252,3731.405930,1668.720123,20000.000000,1000000000.000000,
7630.000000,959.585319,6.349088,0.251522,0.002496,5999999999999999899336704.000000,384321129.973762,7629478.157124,-20.673058,999.794821,72999999999999997902848.000000,46284344.360654,15540659.691612,3729.812688,1668.185076,20000.000000,1000000000.000000,
7640.000000,962.102189,6.374085,0.251852,0.002503,5999999999999999899336704.000000,384320923.107722,7639476.102642,-20.700150,999.794283,72999999999999997902848.000000,46321634.532562,15557338.870314,3728.222142,1667.650791,20000.000000,1000000000.000000,
7650.000000,964.622356,6.399146,0.252181,0.002509,5999999999999999899336704.000000,384320715.970770,7649474.042775,-20.727241,999.793744,72999999999999997902848.000000,46358908.812454,15574012.709969,3726.634284,1667.117266,20000.000000,1000000000.000000,
7660.000000,967.145818,6.424274,0.252511,0.002516,5999999999999999899336704.000000,384320508.562905,7659471.977516,-20.754332,999.793204,72999999999999997902848.000000,46396167.227169,15590681.218168,3725.049105,1666.584500,20000.000000,1000000000.000000,
7670.000000,969.672576,6.449467,0.252841,0.002523,5999999999999999899336704.000000,384320300.884128,7669469.906858,-20.781423,999.792664,72999999999999997902848.000000,46433409.803469,15607344.402483,3723.466599,1666.052489,20000.000000,1000000000.000000,
7680.000000,972.202631,6.474725,0.253170,0.002529,5999999999999999899336704.000000,384320092.934438,7679467.830793,-20.808515,999.792123,72999999999999997902848.000000,46470636.568038,15624002.270468,3721.886758,1665.521233,20000.000000,1000000000.000000,
7690.000000,974.735982,6.500050,0.253500,0.002536,5999999999999999899336704.000000,384319884.713837,7689465.749315,-20.835606,999.791581,72999999999999997902848.000000,46507847.547482,15640654.829656,3720.309573,1664.990730,20000.000000,1000000000.000000,
7700.000000,977.272628,6.525441,0.253829,0.002542,5999999999999999899336704.000000,384319676.222324,7699463.662416,-20.862697,999.791039,72999999999999997902848.000000,46545042.768328,15657302.087563,3718.735037,1664.460977,20000.000000,1000000000.000000,
7710.000000,979.812571,6.550897,0.254159,0.002549,5999999999999999899336704.000000,384319467.459899,7709461.570090,-20.889788,999.790496,72999999999999997902848.000000,46582222.257029,15673944.051685,3717.163143,1663.931972,20000.000000,1000000000.000000,
7720.000000,982.355810,6.576420,0.254489,0.002556,5999999999999999899336704.000000,384319258.426562,7719459.472330,-20.916879,999.789952,72999999999999997902848.000000,46619386.039958,15690580.729497,3715.593882,1663.403715,20000.000000,1000000000.000000,
7730.000000,984.902345,6.602009,0.254818,0.002562,5999999999999999899336704.000000,384319049.122314,7729457.369127,-20.943970,999.789407,72999999999999997902848.000000,46656534.143414,15707212.128460,3714.027247,1662.876202,20000.000000,1000000000.000000,
7740.000000,987.452176,6.627664,0.255148,0.002569,5999999999999999899336704.000000,384318839.547154,7739455.260477,-20.971062,999.788862,72999999999999997902848.000000,46693666.593618,15723838.256011,3712.463230,1662.349432,20000.000000,1000000000.000000,
7750.000000,990.005303,6.653386,0.255478,0.002575,5999999999999999899336704.000000,384318629.701083,7749453.146370,-20.998153,999.788316,72999999999999997902848.000000,46730783.416717,15740459.119572,3710.901824,1661.823403,20000.000000,1000000000.000000,
7760.000000,992.561727,6.679174,0.255807,0.002582,5999999999999999899336704.000000,384318419.584100,7759451.026801,-21.025244,999.787770,72999999999999997902848.000000,46767884.638780,15757074.726545,3709.343022,1661.298114,20000.000000,1000000000.000000,
7770.000000,995.121446,6.705029,0.256137,0.002589,5999999999999999899336704.000000,384318209.196207,7769448.901763,-21.052335,999.787222,72999999999999997902848.000000,46804970.285802,15773685.084314,3707.786815,1660.773562,20000.000000,1000000000.000000,
7780.000000,997.684462,6.730950,0.256466,0.002595,5999999999999999899336704.000000,384317998.537403,7779446.771247,-21.079426,999.786674,72999999999999997902848.000000,46842040.383704,15790290.200242,3706.233196,1660.249746,20000.000000,1000000000.000000,
7790.000000,1000.250773,6.756938,0.256796,0.002602,5999999999999999899336704.000000,384317787.607688,7789444.635248,-21.106517,999.786126,72999999999999997902848.000000,46879094.958331,15806890.081678,3704.682159,1659.726663,20000.000000,1000000000.000000,
7800.000000,1002.820381,6.782993,0.257126,0.002609,5999999999999999899336704.000000,384317576.407062,7799442.493757,-21.133608,999.785576,72999999999999997902848.000000,46916134.035454,15823484.735948,3703.133694,1659.204313,20000.000000,1000000000.000000,
7810.000000,1005.393284,6.809114,0.257455,0.002616,5999999999999999899336704.000000,384317364.935526,7809440.346769,-21.160699,999.785026,72999999999999997902848.000000,46953157.640770,15840074.170363,3701.587796,1658.682692,20000.000000,1000000000.000000,
7820.000000,1007.969484,6.835303,0.257785,0.002622,5999999999999999899336704.000000,384317153.193079,7819438.194276,-21.187790,999.784475,72999999999999997902848.000000,46990165.799904,15856658.392215,3700.044456,1658.161800,20000.000000,1000000000.000000,
7830.000000,1010.548980,6.861559,0.258114,0.002629,5999999999999999899336704.000000,384316941.179723,7829436.036270,-21.214881,999.783924,72999999999999997902848.000000,47027158.538404,15873237.408777,3698.503668,1657.641634,20000.000000,1000000000.000000,
