time,0.xpos,0.ypos,0.xvel,0.yvel,0.mass,1.xpos,1.ypos,1.xvel,1.yvel,1.mass,time_limit,
320.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19948977.281217,639455.220596,-319.081749,1994.887304,73477000000000000786432.000000,5000000.000000,
330.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19945736.484707,659402.474836,-329.077931,1994.561857,73477000000000000786432.000000,5000000.000000,
340.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19942395.714914,679346.423972,-339.076417,1994.226281,73477000000000000786432.000000,5000000.000000,
350.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19938954.948454,699286.966670,-349.077276,1993.880568,73477000000000000786432.000000,5000000.000000,
360.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19935414.161236,719224.001493,-359.080581,1993.524705,73477000000000000786432.000000,5000000.000000,
370.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19931773.328456,739157.426895,-369.086400,1993.158681,73477000000000000786432.000000,5000000.000000,
380.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19928032.424605,759087.141216,-379.094807,1992.782487,73477000000000000786432.000000,5000000.000000,
390.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19924191.423458,779013.042681,-389.105871,1992.396108,73477000000000000786432.000000,5000000.000000,
400.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19920250.298081,798935.029396,-399.119665,1991.999534,73477000000000000786432.000000,5000000.000000,
410.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19916209.020825,818852.999343,-409.136259,1991.592753,73477000000000000786432.000000,5000000.000000,
420.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19912067.563328,838766.850381,-419.155725,1991.175750,73477000000000000786432.000000,5000000.000000,
430.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19907825.896512,858676.480239,-429.178135,1990.748514,73477000000000000786432.000000,5000000.000000,
440.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19903483.990583,878581.786514,-439.203560,1990.311032,73477000000000000786432.000000,5000000.000000,
450.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19899041.815028,898482.666667,-449.232072,1989.863288,73477000000000000786432.000000,5000000.000000,
460.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19894499.338617,918379.018021,-459.263743,1989.405269,73477000000000000786432.000000,5000000.000000,
470.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19889856.529400,938270.737756,-469.298645,1988.936962,73477000000000000786432.000000,5000000.000000,
480.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19885113.354705,958157.722908,-479.336851,1988.458350,73477000000000000786432.000000,5000000.000000,
490.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19880269.781138,978039.870364,-489.378432,1987.969420,73477000000000000786432.000000,5000000.000000,
500.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19875325.774580,997917.076857,-499.423461,1987.470155,73477000000000000786432.000000,5000000.000000,
510.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19870281.300190,1017789.238966,-509.472010,1986.960540,73477000000000000786432.000000,5000000.000000,
520.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19865136.322397,1037656.253111,-519.524153,1986.440560,73477000000000000786432.000000,5000000.000000,
530.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19859890.804905,1057518.015551,-529.579962,1985.910196,73477000000000000786432.000000,5000000.000000,
540.000000,0.000000,0.000000,0.000000,0.000000,5970000000000000281018368.000000,19854544.710688,1077374.422376,-539.639510,1985.369434,73477000000000000786432.000000,5000000.000000,
